# Version 1.0
# DOI https://doi.org/10.17182/hepdata.104923
# Source https://www.hepdata.net/download/table/ins1759506/Table%2015/1/yaml
# Experiment ALICE
# System PbPb5020
# Centrality 40-50
# XY $p_{T}$ RAA
# Label xmin xmax y stat,low stat,high syst,low syst,high 
0.1 0.12 0.30928 0.0020883 0.0020883 0.028909 0.028909
0.12 0.14 0.30724 0.0017203 0.0017203 0.018909 0.018909
0.14 0.16 0.30942 0.001659 0.001659 0.017878 0.017878
0.16 0.18 0.31329 0.0016331 0.0016331 0.017545 0.017545
0.18 0.2 0.31474 0.0016228 0.0016228 0.017375 0.017375
0.2 0.25 0.32038 0.0012489 0.0012489 0.018355 0.018355
0.25 0.3 0.33297 0.0013131 0.0013131 0.019945 0.019945
0.3 0.35 0.34938 0.00069064 0.00069064 0.01226 0.01226
0.35 0.4 0.36798 0.00063086 0.00063086 0.012542 0.012542
0.4 0.45 0.38515 0.00066785 0.00066785 0.01337 0.01337
0.45 0.5 0.40235 0.00072612 0.00072612 0.014253 0.014253
0.5 0.55 0.41333 0.0007698 0.0007698 0.012133 0.012133
0.55 0.6 0.4287 0.00083741 0.00083741 0.01224 0.01224
0.6 0.65 0.43843 0.00098636 0.00098636 0.01352 0.01352
0.65 0.7 0.45103 0.001207 0.001207 0.015876 0.015876
0.7 0.75 0.47441 0.0010786 0.0010786 0.019704 0.019704
0.75 0.8 0.49108 0.0012312 0.0012312 0.020988 0.020988
0.8 0.85 0.50598 0.0012894 0.0012894 0.021254 0.021254
0.85 0.9 0.52142 0.0014612 0.0014612 0.021774 0.021774
0.9 0.95 0.53568 0.0016491 0.0016491 0.022256 0.022256
0.95 1.0 0.54515 0.0018363 0.0018363 0.022392 0.022392
1.0 1.1 0.55503 0.0014705 0.0014705 0.022601 0.022601
1.1 1.2 0.54641 0.001695 0.001695 0.022504 0.022504
1.2 1.3 0.59347 0.002211 0.002211 0.025171 0.025171
1.3 1.4 0.60988 0.0024232 0.0024232 0.026735 0.026735
1.4 1.5 0.60601 0.00266 0.00266 0.025785 0.025785
1.5 1.6 0.60618 0.0028406 0.0028406 0.025372 0.025372
1.6 1.7 0.59659 0.0029849 0.0029849 0.031686 0.031686
1.7 1.8 0.59261 0.0031701 0.0031701 0.031104 0.031104
1.8 1.9 0.58736 0.0034007 0.0034007 0.030677 0.030677
1.9 2.0 0.56926 0.003486 0.003486 0.031177 0.031177
2.0 2.2 0.52795 0.0024514 0.0024514 0.024423 0.024423
2.2 2.4 0.50821 0.0026006 0.0026006 0.019763 0.019763
2.4 2.6 0.48858 0.0028804 0.0028804 0.017153 0.017153
2.6 2.8 0.47075 0.003153 0.003153 0.015897 0.015897
2.8 3.0 0.45766 0.003469 0.003469 0.015082 0.015082
3.0 3.2 0.4367 0.0037665 0.0037665 0.013915 0.013915
3.2 3.4 0.42544 0.0041175 0.0041175 0.013565 0.013565
3.4 3.6 0.4057 0.0043936 0.0043936 0.013158 0.013158
3.6 3.8 0.39608 0.0047318 0.0047318 0.012281 0.012281
3.8 4.0 0.38488 0.0050775 0.0050775 0.012861 0.012861
4.0 4.5 0.36975 0.0036666 0.0036666 0.012332 0.012332
4.5 5.0 0.35413 0.0044412 0.0044412 0.010355 0.010355
5.0 5.5 0.35328 0.0055672 0.0055672 0.010515 0.010515
5.5 6.0 0.3484 0.006758 0.006758 0.010445 0.010445
6.0 6.5 0.34582 0.0061722 0.0061722 0.012882 0.012882
6.5 7.0 0.34946 0.0072567 0.0072567 0.012011 0.012011
7.0 8.0 0.36043 0.0071034 0.0071034 0.012795 0.012795
8.0 9.0 0.37944 0.0098143 0.0098143 0.013919 0.013919
9.0 10.0 0.40799 0.013468 0.013468 0.014968 0.014968
10.0 11.0 0.43036 0.018293 0.018293 0.017646 0.017646
11.0 12.0 0.43443 0.02284 0.02284 0.01781 0.01781
12.0 13.0 0.45746 0.029378 0.029378 0.018782 0.018782
13.0 14.0 0.46322 0.037737 0.037737 0.018951 0.018951
14.0 15.0 0.45872 0.043153 0.043153 0.018747 0.018747
15.0 16.0 0.51803 0.061347 0.061347 0.021171 0.021171
16.0 18.0 0.52771 0.052508 0.052508 0.02165 0.02165
18.0 20.0 0.53337 0.081737 0.081737 0.021798 0.021798
